Date,USD_Price,BTC_High,ETH_High,Gold_USD,SPX_High
2019-02-05,96.07,3478.148193,106.66,"1,314.2",2738.97998
2019-02-06,96.39,3469.091797,106.4,"1,312.4",2738.080078
2019-02-07,96.51,3427.945557,104.74,"1,310.0",2719.320068
2019-02-08,96.64,3695.614014,121.93,"1,314.9",2708.070068
2019-02-09,96.64,3679.941406,119.69,"1,314.9",2708.070068
2019-02-10,96.64,3695.036133,125.02,"1,314.9",2708.070068
2019-02-11,97.06,3695.613037,124.11,"1,306.4",2718.050049
2019-02-12,96.71,3668.586914,122.35,"1,310.0",2748.189941
2019-02-13,97.13,3669.746582,125.09,"1,312.8",2761.850098
2019-02-14,96.98,3646.256592,123.07,"1,311.5",2757.899902
2019-02-15,96.9,3647.795166,123.3,"1,316.6",2775.659912
2019-02-16,96.9,3652.841309,123.57,"1,316.6",2775.659912
2019-02-17,96.9,3680.537354,136.86,"1,316.6",2775.659912
2019-02-18,96.9,3936.665039,147.83,"1,325.5",2775.659912
2019-02-19,96.52,4010.879395,149.13,"1,334.2",2787.330078
2019-02-20,96.45,4000.486328,148.33,"1,343.8",2789.879883
2019-02-21,96.61,4010.009521,148.55,"1,331.3",2781.580078
2019-02-22,96.51,4006.53833,147.99,"1,329.1",2794.199951
2019-02-23,96.51,4166.286133,159.43,"1,329.1",2794.199951
2019-02-24,96.51,4210.641602,165.5,"1,329.1",2794.199951
2019-02-25,96.41,3913.707275,141.02,"1,331.1",2813.48999
2019-02-26,96.0,3891.578857,138.09,"1,325.1",2803.120117
2019-02-27,96.15,3888.80249,139.55,"1,322.9",2795.76001
2019-02-28,96.16,3906.05835,138.94,"1,319.2",2793.72998
2019-03-01,96.53,3907.79541,137.53,"1,312.0",2808.02002
2019-03-02,96.53,3874.607422,136.2,"1,312.0",2808.02002
2019-03-03,96.53,3875.483643,134.56,"1,312.0",2808.02002
2019-03-04,96.68,3867.381836,130.35,"1,285.4",2816.879883
2019-03-05,96.87,3903.916748,137.52,"1,283.8",2796.439941
2019-03-06,96.87,3919.510498,140.18,"1,285.9",2790.27002
2019-03-07,97.67,3939.373291,139.5,"1,285.3",2767.25
2019-03-08,97.31,3950.432129,138.62,"1,296.8",2744.129883
2019-03-09,97.31,3987.237793,138.04,"1,296.8",2744.129883
2019-03-10,97.31,3966.174316,136.55,"1,296.8",2744.129883
2019-03-11,97.22,3966.384766,135.39,"1,292.8",2784.0
2019-03-12,96.94,3926.88916,134.41,"1,297.1",2798.320068
2019-03-13,96.55,3926.597656,132.85,"1,307.0",2821.23999
2019-03-14,96.78,3946.504395,134.7,"1,295.6",2815.0
2019-03-15,96.59,3968.542969,136.81,"1,303.5",2830.72998
2019-03-16,96.59,4077.036377,144.78,"1,303.5",2830.72998
2019-03-17,96.59,4054.12207,140.79,"1,303.5",2830.72998
2019-03-18,96.52,4071.556641,141.2,"1,305.6",2835.409912
2019-03-19,96.38,4082.216064,138.62,"1,307.7",2852.419922
2019-03-20,95.76,4089.461914,139.22,"1,303.7",2843.540039
2019-03-21,96.5,4097.359863,139.13,"1,309.6",2860.310059
2019-03-22,96.65,4053.906738,137.08,"1,311.3",2846.159912
2019-03-23,96.65,4049.882568,137.64,"1,311.3",2846.159912
2019-03-24,96.65,4040.699707,136.56,"1,311.3",2846.159912
2019-03-25,96.57,4038.84082,136.13,"1,319.6",2809.790039
2019-03-26,96.74,3985.080811,133.76,"1,316.3",2829.870117
2019-03-27,96.77,4087.066162,139.73,"1,309.7",2825.560059
2019-03-28,97.2,4094.9021,139.12,"1,295.2",2819.709961
2019-03-29,97.28,4113.500977,141.65,"1,295.4",2836.030029
2019-03-30,97.28,4296.806641,145.74,"1,295.4",2836.030029
2019-03-31,97.28,4113.023438,142.1,"1,295.4",2836.030029
2019-04-01,97.23,4164.953125,142.91,"1,293.5",2869.399902
2019-04-02,97.36,4905.95459,167.47,"1,290.3",2872.899902
2019-04-03,97.09,5307.003418,179.94,"1,290.5",2885.25
2019-04-04,97.31,5063.159668,164.84,"1,283.2",2881.280029
2019-04-05,97.39,5053.509766,168.51,"1,288.5",2893.23999
2019-04-06,97.39,5205.821777,174.49,"1,288.5",2893.23999
2019-04-07,97.39,5235.186523,176.96,"1,288.5",2893.23999
2019-04-08,97.05,5318.836426,188.0,"1,300.0",2895.949951
2019-04-09,97.01,5289.917969,181.15,"1,303.0",2886.879883
2019-04-10,96.95,5421.651367,185.48,"1,305.5",2889.709961
2019-04-11,97.18,5354.225586,177.66,"1,298.8",2893.419922
2019-04-12,96.97,5103.274414,167.27,"1,294.3",2910.540039
2019-04-13,96.97,5127.12207,166.04,"1,294.3",2910.540039
2019-04-14,96.97,5184.016113,169.03,"1,294.3",2910.540039
2019-04-15,96.94,5196.606934,169.79,"1,285.7",2909.600098
2019-04-16,97.04,5238.945313,167.95,"1,276.4",2916.060059
2019-04-17,97.01,5274.275391,168.62,"1,275.9",2918.0
2019-04-18,97.47,5319.986328,176.19,"1,275.7",2908.399902
2019-04-19,97.38,5336.680176,174.3,"1,275.7",2908.399902
2019-04-20,97.38,5358.490723,177.71,"1,275.7",2908.399902
2019-04-21,97.38,5359.924805,174.48,"1,275.7",2908.399902
2019-04-22,97.29,5422.6875,173.59,"1,275.7",2909.51001
2019-04-23,97.64,5633.802246,176.95,"1,269.5",2936.310059
2019-04-24,98.17,5642.044434,171.06,"1,271.7",2936.830078
2019-04-25,98.2,5542.238281,166.29,"1,280.8",2933.100098
2019-04-26,98.01,5383.634277,155.86,"1,284.2",2939.879883
2019-04-27,98.01,5310.75,158.1,"1,284.2",2939.879883
2019-04-28,98.01,5326.231934,156.72,"1,284.2",2939.879883
2019-04-29,97.86,5311.274902,154.7,"1,279.5",2949.52002
2019-04-30,97.48,5363.257324,161.13,"1,282.3",2948.219971
2019-05-01,97.69,5418.003906,162.65,"1,283.8",2954.129883
2019-05-02,97.83,5522.262695,160.56,"1,271.0",2931.679932
2019-05-03,97.52,5865.881836,169.0,"1,278.6",2947.850098
2019-05-04,97.52,5886.893555,168.34,"1,278.6",2947.850098
2019-05-05,97.52,5833.862793,163.65,"1,278.6",2947.850098
2019-05-06,97.52,5802.95752,175.92,"1,278.6",2937.320068
2019-05-07,97.63,5988.178223,180.79,"1,281.2",2913.030029
2019-05-08,97.62,5989.980957,171.66,"1,285.2",2897.959961
2019-05-09,97.37,6183.039063,173.2,"1,286.1",2875.969971
2019-05-10,97.33,6434.617676,176.0,"1,287.1",2891.310059
2019-05-11,97.33,7333.00293,208.23,"1,287.1",2891.310059
2019-05-12,97.33,7503.87207,204.17,"1,287.1",2891.310059
2019-05-13,97.32,8047.413086,209.53,"1,295.6",2840.189941
2019-05-14,97.53,8268.712891,220.59,"1,298.4",2852.540039
2019-05-15,97.57,8216.423828,251.0,"1,299.1",2858.679932
2019-05-16,97.86,8320.824219,280.41,"1,291.7",2892.149902
2019-05-17,98.0,7929.145508,269.21,"1,280.8",2885.47998
2019-05-18,98.0,7447.271973,248.73,"1,280.8",2885.47998
2019-05-19,98.0,8261.941406,264.84,"1,280.8",2885.47998
2019-05-20,97.93,8200.967773,260.73,"1,276.9",2853.860107
2019-05-21,98.06,8062.167969,264.42,"1,271.2",2868.879883
2019-05-22,98.04,7997.612305,261.13,"1,273.8",2865.469971
2019-05-23,97.86,7943.791504,248.51,"1,283.7",2836.699951
2019-05-24,97.61,8140.719727,256.11,"1,282.5",2841.360107
2019-05-25,97.61,8117.925781,258.48,"1,282.5",2841.360107
2019-05-26,97.61,8687.520508,271.32,"1,282.5",2841.360107
2019-05-27,97.61,8907.174805,279.99,"1,282.5",2841.360107
2019-05-28,97.95,8807.016602,276.39,"1,278.3",2840.51001
2019-05-29,98.14,8755.852539,274.59,"1,281.7",2792.030029
2019-05-30,98.14,9008.314453,288.93,"1,281.0",2799.0
2019-05-31,97.75,8586.65918,264.21,"1,295.6",2768.97998
2019-06-01,97.75,8625.600586,273.0,"1,295.6",2768.97998
2019-06-02,97.75,8809.303711,274.0,"1,295.6",2768.97998
2019-06-03,97.14,8743.5,270.0,"1,317.1",2763.070068
2019-06-04,97.07,8210.985352,250.96,"1,324.3",2804.48999
2019-06-05,97.32,7901.849121,249.14,"1,335.1",2827.280029
2019-06-06,97.04,7937.34082,250.99,"1,335.5",2852.100098
2019-06-07,96.54,8126.15332,254.36,"1,340.7",2884.969971
2019-06-08,96.54,8076.891113,251.04,"1,340.7",2884.969971
2019-06-09,96.54,7975.974121,245.33,"1,340.7",2884.969971
2019-06-10,96.76,8031.909668,247.79,"1,328.6",2904.77002
2019-06-11,96.69,8026.394043,249.04,"1,324.3",2910.610107
2019-06-12,97.0,8196.648438,263.82,"1,332.4",2888.570068
2019-06-13,97.01,8311.567383,264.52,"1,335.9",2895.23999
2019-06-14,97.57,8710.636719,266.19,"1,351.3",2894.449951
2019-06-15,97.57,8859.12793,273.03,"1,351.3",2894.449951
2019-06-16,97.57,9335.867188,279.0,"1,351.3",2894.449951
2019-06-17,97.56,9416.407227,275.79,"1,341.3",2897.27002
2019-06-18,97.64,9348.374023,274.19,"1,341.4",2930.790039
2019-06-19,97.12,9299.621094,270.01,"1,344.1",2931.73999
2019-06-20,96.63,9594.419922,274.44,"1,379.5",2958.060059
2019-06-21,96.22,10144.556641,297.59,"1,397.2",2964.149902
2019-06-22,96.22,11157.345703,316.13,"1,397.2",2964.149902
2019-06-23,96.22,11246.144531,317.68,"1,397.2",2964.149902
2019-06-24,95.98,11065.896484,313.23,"1,405.7",2954.919922
2019-06-25,96.14,11790.916992,317.24,"1,431.4",2946.52002
2019-06-26,96.21,13796.489258,363.85,"1,404.0",2932.590088
2019-06-27,96.19,13311.144531,343.17,"1,402.5",2929.300049
2019-06-28,96.13,12445.174805,312.55,"1,409.0",2943.97998
2019-06-29,96.13,12400.910156,324.19,"1,409.0",2943.97998
2019-06-30,96.13,12178.383789,323.17,"1,409.0",2943.97998
2019-07-01,96.84,11206.439453,301.0,"1,390.1",2977.929932
2019-07-02,96.73,10912.188477,293.43,"1,391.1",2973.209961
2019-07-03,96.77,11968.078125,303.64,"1,413.5",2995.840088
2019-07-04,96.77,12006.075195,303.8,"1,414.9",2995.840088
2019-07-05,97.29,11395.661133,294.89,"1,388.7",2994.030029
2019-07-06,97.29,11620.964844,297.78,"1,388.7",2994.030029
2019-07-07,97.29,11541.620117,310.98,"1,388.7",2994.030029
2019-07-08,97.38,12345.833008,314.82,"1,400.1",2980.76001
2019-07-09,97.49,12779.131836,318.4,"1,391.6",2981.899902
2019-07-10,97.1,13129.529297,315.0,"1,408.3",3002.97998
2019-07-11,97.05,12144.623047,288.73,"1,413.8",3002.330078
2019-07-12,96.81,11905.487305,279.55,"1,407.6",3013.919922
2019-07-13,96.81,11841.957031,275.97,"1,407.6",3013.919922
2019-07-14,96.81,11451.204102,270.04,"1,407.6",3013.919922
2019-07-15,96.93,11052.766602,235.97,"1,412.4",3017.800049
2019-07-16,97.39,10996.632813,234.38,"1,409.9",3015.02002
2019-07-17,97.22,9963.134766,220.0,"1,410.4",3005.26001
2019-07-18,96.79,10736.842773,229.49,"1,417.5",2998.280029
2019-07-19,97.15,10716.980469,226.7,"1,439.7",3006.02002
2019-07-20,97.15,11048.662109,236.0,"1,439.7",3006.02002
2019-07-21,97.15,10841.887695,229.58,"1,439.7",3006.02002
2019-07-22,97.26,10651.791016,228.01,"1,427.8",2990.709961
2019-07-23,97.7,10346.748047,219.0,"1,425.6",3005.899902
2019-07-24,97.73,9908.796875,218.1,"1,427.0",3019.590088
2019-07-25,97.82,10154.253906,225.9,"1,416.1",3016.310059
2019-07-26,98.01,9916.517578,220.78,"1,420.4",3027.97998
2019-07-27,98.01,10167.320313,223.8,"1,420.4",3027.97998
2019-07-28,98.01,9575.544922,213.59,"1,420.4",3027.97998
2019-07-29,98.04,9681.648438,215.23,"1,419.1",3025.610107
2019-07-30,98.05,9701.759766,214.77,"1,425.9",3017.189941
2019-07-31,98.52,10085.62793,218.92,"1,427.6",3017.399902
2019-08-01,98.37,10446.919922,218.91,"1,406.8",3013.590088
2019-08-02,98.07,10657.953125,222.58,"1,441.8",2945.5
2019-08-03,98.07,10946.78125,224.5,"1,441.8",2945.5
2019-08-04,98.07,11009.207031,223.89,"1,441.8",2945.5
2019-08-05,97.52,11895.091797,236.8,"1,465.3",2898.070068
2019-08-06,97.63,12273.821289,239.14,"1,465.3",2884.399902
2019-08-07,97.54,12036.990234,231.22,"1,506.1",2892.169922
2019-08-08,97.62,11979.419922,226.78,"1,495.8",2938.719971
2019-08-09,97.49,11970.458008,220.0,"1,497.7",2935.75
2019-08-10,97.49,11915.655273,214.43,"1,497.7",2935.75
2019-08-11,97.49,11523.579102,216.54,"1,497.7",2935.75
2019-08-12,97.38,11528.189453,216.06,"1,504.7",2907.580078
2019-08-13,97.81,11420.049805,211.2,"1,498.4",2943.310059
2019-08-14,97.99,10889.556641,209.03,"1,513.3",2894.149902
2019-08-15,98.14,10437.411133,189.69,"1,515.7",2856.669922
2019-08-16,98.14,10524.349609,188.14,"1,515.3",2893.629883
2019-08-17,98.14,10452.625,187.19,"1,515.3",2893.629883
2019-08-18,98.14,10487.070313,198.03,"1,515.3",2893.629883
2019-08-19,98.35,10916.053711,203.57,"1,496.6",2931.0
2019-08-20,98.19,10947.041992,202.94,"1,504.6",2923.629883
2019-08-21,98.3,10798.729492,196.67,"1,503.3",2928.72998
2019-08-22,98.17,10232.996094,194.91,"1,502.1",2939.080078
2019-08-23,97.64,10442.443359,196.6,"1,503.8",2927.01001
2019-08-24,97.64,10418.020508,194.81,"1,503.8",2927.01001
2019-08-25,97.64,10304.62207,192.89,"1,503.8",2927.01001
2019-08-26,98.08,10512.328125,193.85,"1,503.8",2879.27002
2019-08-27,98.0,10381.328125,189.12,"1,533.0",2898.790039
2019-08-28,98.21,10279.366211,188.09,"1,537.2",2890.030029
2019-08-29,98.51,9756.786133,173.39,"1,540.2",2930.5
2019-08-30,98.92,9656.124023,170.33,"1,528.4",2940.429932
2019-08-31,98.92,9673.220703,174.5,"1,528.4",2940.429932
2019-09-01,98.92,9796.755859,174.04,"1,528.4",2940.429932
2019-09-02,98.92,10396.591797,181.67,"1,526.0",2940.429932
2019-09-03,99.0,10736.104492,183.3,"1,537.9",2914.389893
2019-09-04,98.45,10762.644531,180.35,"1,546.1",2938.840088
2019-09-05,98.41,10627.269531,178.87,"1,529.1",2985.860107
2019-09-06,98.39,10898.761719,178.5,"1,523.7",2985.030029
2019-09-07,98.39,10558.673828,180.9,"1,523.7",2985.030029
2019-09-08,98.39,10595.637695,184.54,"1,523.7",2985.030029
2019-09-09,98.28,10450.311523,185.94,"1,509.2",2989.429932
2019-09-10,98.33,10394.353516,184.35,"1,498.3",2979.389893
2019-09-11,98.64,10215.948242,182.7,"1,490.7",3000.929932
2019-09-12,98.31,10442.253906,182.6,"1,515.2",3020.73999
2019-09-13,98.26,10441.489258,181.8,"1,503.1",3017.330078
2019-09-14,98.26,10422.133789,189.95,"1,503.1",3017.330078
2019-09-15,98.26,10387.035156,191.03,"1,503.1",3017.330078
2019-09-16,98.61,10386.867188,199.75,"1,497.2",3002.189941
2019-09-17,98.26,10296.771484,215.0,"1,502.1",3006.209961
2019-09-18,98.56,10275.928711,217.25,"1,503.5",3007.830078
2019-09-19,98.27,10295.668945,224.71,"1,500.7",3021.98999
2019-09-20,98.51,10285.87207,220.49,"1,501.9",3016.370117
2019-09-21,98.51,10188.097656,221.4,"1,501.9",3016.370117
2019-09-22,98.51,10074.444336,215.23,"1,501.9",3016.370117
2019-09-23,98.6,10074.238281,211.41,"1,522.1",2999.149902
2019-09-24,98.34,9804.317383,202.69,"1,520.7",3007.97998
2019-09-25,99.04,8744.828125,175.0,"1,528.8",2989.820068
2019-09-26,99.13,8515.685547,170.93,"1,506.4",2987.280029
2019-09-27,99.11,8271.520508,177.08,"1,489.9",2987.310059
2019-09-28,99.11,8285.617188,175.87,"1,489.9",2987.310059
2019-09-29,99.11,8261.707031,174.71,"1,489.9",2987.310059
2019-09-30,99.38,8314.231445,181.87,"1,485.3",2983.850098
2019-10-01,99.13,8497.692383,185.75,"1,473.5",2992.530029
2019-10-02,99.02,8393.041992,181.9,"1,492.6",2924.780029
2019-10-03,98.86,8414.227539,181.07,"1,517.1",2911.129883
2019-10-04,98.81,8260.055664,179.47,"1,499.2",2953.73999
2019-10-05,98.81,8215.526367,177.13,"1,499.2",2953.73999
2019-10-06,98.81,8161.410156,177.0,"1,499.2",2953.73999
2019-10-07,98.97,8308.450195,182.6,"1,501.3",2959.75
2019-10-08,99.13,8332.714844,185.09,"1,505.9",2925.469971
2019-10-09,99.12,8627.706055,198.0,"1,507.3",2929.320068
2019-10-10,98.7,8625.272461,194.89,"1,494.8",2948.459961
2019-10-11,98.3,8721.780273,197.77,"1,479.2",2993.280029
2019-10-12,98.3,8415.242188,184.83,"1,479.2",2993.280029
2019-10-13,98.3,8470.988281,184.69,"1,479.2",2993.280029
2019-10-14,98.45,8390.208984,187.97,"1,490.6",2972.840088
2019-10-15,98.29,8410.714844,188.43,"1,487.8",3003.280029
2019-10-16,98.0,8216.8125,181.32,"1,485.1",2997.540039
2019-10-17,97.61,8134.831543,179.0,"1,492.7",3008.290039
2019-10-18,97.28,8138.413574,177.4,"1,490.0",3000.0
2019-10-19,97.28,8082.629395,175.09,"1,490.0",3000.0
2019-10-20,97.28,8281.818359,176.8,"1,490.0",3000.0
2019-10-21,97.33,8296.694336,177.9,"1,491.7",3007.330078
2019-10-22,97.53,8296.651367,175.5,"1,485.4",3014.570068
2019-10-23,97.49,8092.999512,171.49,"1,494.5",3004.780029
2019-10-24,97.63,7532.867676,163.78,"1,496.6",3016.070068
2019-10-25,97.83,8691.540039,187.78,"1,513.5",3027.389893
2019-10-26,97.83,10021.744141,199.38,"1,513.5",3027.389893
2019-10-27,97.83,9749.529297,189.12,"1,513.5",3027.389893
2019-10-28,97.76,9805.118164,189.82,"1,492.4",3044.080078
2019-10-29,97.69,9516.180664,193.0,"1,486.8",3047.870117
2019-10-30,97.65,9426.874023,192.02,"1,492.1",3050.100098
2019-10-31,97.35,9383.161133,185.33,"1,511.0",3046.899902
2019-11-01,97.24,9275.657227,184.93,"1,508.8",3066.949951
2019-11-02,97.24,9377.486328,186.27,"1,508.8",3066.949951
2019-11-03,97.24,9379.806641,185.11,"1,508.8",3066.949951
2019-11-04,97.5,9505.051758,189.43,"1,509.5",3085.199951
2019-11-05,97.98,9457.417969,192.64,"1,489.0",3083.949951
2019-11-06,97.95,9423.237305,194.79,"1,486.1",3078.340088
2019-11-07,98.14,9368.476563,192.27,"1,484.3",3097.77002
2019-11-08,98.35,9272.759766,188.1,"1,464.2",3093.090088
2019-11-09,98.35,8891.818359,185.75,"1,464.2",3093.090088
2019-11-10,98.35,9103.826172,192.12,"1,464.2",3093.090088
2019-11-11,98.2,9081.279297,189.95,"1,458.7",3088.330078
2019-11-12,98.31,8853.768555,187.16,"1,452.1",3102.610107
2019-11-13,98.37,8836.841797,189.4,"1,462.9",3098.060059
2019-11-14,98.16,8826.943359,188.42,"1,466.7",3098.199951
2019-11-15,98.0,8730.873047,186.53,"1,466.9",3120.459961
2019-11-16,98.0,8591.99707,183.43,"1,466.9",3120.459961
2019-11-17,98.0,8727.789063,186.3,"1,466.9",3120.459961
2019-11-18,97.79,8653.280273,183.93,"1,467.7",3124.169922
2019-11-19,97.86,8408.516602,178.07,"1,468.5",3127.639893
2019-11-20,97.93,8237.240234,177.25,"1,471.7",3118.969971
2019-11-21,97.99,8110.098145,175.2,"1,467.1",3110.110107
2019-11-22,98.27,7697.382813,162.34,"1,464.5",3112.870117
2019-11-23,98.27,7442.258789,154.44,"1,464.5",3112.870117
2019-11-24,98.27,7408.577148,152.82,"1,464.5",3112.870117
2019-11-25,98.32,7319.856934,151.69,"1,458.4",3133.830078
2019-11-26,98.25,7320.230469,149.99,"1,454.7",3142.689941
2019-11-27,98.37,7619.693359,155.77,"1,454.4",3154.26001
2019-11-28,98.37,7730.072754,154.79,"1,454.7",3154.26001
2019-11-29,98.27,7781.179688,157.64,"1,460.2",3150.300049
2019-11-30,98.27,7836.102051,155.51,"1,460.2",3150.300049
2019-12-01,98.27,7571.616211,152.28,"1,460.2",3150.300049
2019-12-02,97.86,7474.818848,151.68,"1,461.2",3144.310059
2019-12-03,97.74,7418.858887,149.95,"1,477.3",3094.969971
2019-12-04,97.65,7539.784668,152.36,"1,475.1",3119.379883
2019-12-05,97.41,7743.431641,148.87,"1,476.0",3119.449951
2019-12-06,97.7,7546.996582,149.85,"1,459.7",3150.600098
2019-12-07,97.7,7589.95166,149.82,"1,459.7",3150.600098
2019-12-08,97.7,7634.606445,151.99,"1,459.7",3150.600098
2019-12-09,97.64,7618.091797,151.45,"1,461.7",3148.870117
2019-12-10,97.41,7424.022949,148.16,"1,465.0",3142.120117
2019-12-11,97.08,7324.15625,146.3,"1,466.8",3143.97998
2019-12-12,97.4,7266.639648,145.47,"1,467.8",3176.280029
2019-12-13,97.17,7293.560547,145.04,"1,466.6",3182.679932
2019-12-14,97.17,7308.836426,145.0,"1,466.6",3182.679932
2019-12-15,97.17,7181.075684,144.08,"1,466.6",3182.679932
2019-12-16,97.02,7171.168945,142.46,"1,477.9",3197.709961
2019-12-17,97.22,6964.075195,132.62,"1,475.8",3198.219971
2019-12-18,97.4,7324.984863,134.94,"1,474.1",3198.47998
2019-12-19,97.38,7346.602539,134.04,"1,476.7",3205.47998
2019-12-20,97.69,7257.921875,129.4,"1,479.0",3225.649902
2019-12-21,97.69,7223.226074,128.48,"1,479.0",3225.649902
2019-12-22,97.69,7518.033203,133.37,"1,479.0",3225.649902
2019-12-23,97.66,7656.17627,135.19,"1,482.1",3227.780029
2019-12-24,97.65,7535.716797,129.49,"1,482.1",3226.429932
2019-12-25,97.65,7357.02002,127.66,"1,482.1",3226.429932
2019-12-26,97.53,7388.302734,132.0,"1,482.1",3240.080078
2019-12-27,96.92,7363.529297,126.59,"1,511.5",3247.929932
2019-12-28,96.92,7399.041016,129.5,"1,511.5",3247.929932
2019-12-29,96.92,7513.948242,137.53,"1,511.5",3247.929932
2019-12-30,96.74,7454.824219,135.77,"1,514.8",3240.919922
2019-12-31,96.39,7335.290039,133.37,"1,514.8",3231.719971
2020-01-01,96.39,7254.330566,132.57,"1,514.8",3231.719971
